"","x"
"1",9.146
"2",0
"3",0
"4",2.657
"5",-0.064
"6",1.267
"7",0.006
"8",-0.081
"9",0
"10",5.84
"11",1.411
"12",2.805
"13",-0.108
"14",0.815
"15",3.134
"16",5.826
"17",-0.051
"18",-0.115
"19",0
"20",6.699
"21",0
"22",6.265
"23",0.957
"24",0.346
"25",0.316
"26",2.801
"27",0.216
"28",7.679
"29",-0.11
"30",6.884
"31",6.037
"32",0
"33",0.776
"34",0
"35",0.249
"36",0.211
"37",6.639
"38",7.408
"39",0.069
"40",7.692
"41",0
"42",6.344
"43",0
"44",0
"45",-0.1
"46",-0.167
"47",-0.1
"48",7.293
"49",7.909
"50",-0.268
"51",7.383
"52",8.762
"53",9.535
"54",4.029
"55",-0.142
"56",5.091
"57",5.241
"58",-0.106
