"","V1","V2"
"1",1,8
"2",2,3
"3",2,16
"4",2,17
"5",3,5
"6",3,10
"7",4,5
"8",4,6
"9",4,7
"10",5,7
"11",5,8
"12",6,7
"13",6,14
"14",7,21
"15",8,11
"16",8,12
"17",9,10
"18",9,11
"19",10,11
"20",10,16
"21",10,22
"22",11,15
"23",13,17
"24",13,19
"25",13,23
"26",14,24
"27",15,21
"28",15,22
"29",16,21
"30",16,25
"31",17,25
"32",18,19
"33",19,29
"34",20,23
"35",20,24
"36",21,24
"37",22,33
"38",23,28
"39",23,29
"40",23,30
"41",24,27
"42",24,34
"43",25,26
"44",25,27
"45",26,31
"46",27,31
"47",27,32
"48",28,30
"49",29,30
