"","weight"
"1",0.236490380231517
"2",0.454674608942838
"3",0.214851111179008
"4",0.471597285811845
"5",0.176422787580426
"6",0.480370690173379
"7",0.174714052032595
"8",0.447447203608786
"9",1.41829510318533
"10",1.33768456677943
"11",1.69000000011971
"12",0.829646998033608
"13",0.933005894871931
"14",0.278035968644219
"15",0.348638781665911
"16",0.388458491843416
"17",0.53994536759555
"18",0.402801439918907
"19",0.278433116330854
"20",0.326479708587668
"21",1.74401834859691
"22",4.48296955152264
"23",0.300714149756919
"24",1.71746906814076
"25",0.347131099601403
"26",0.364868469444007
"27",0.312027242018356
"28",0.203123214413844
"29",1.3612494257001
"30",1.71327172398533
"31",1.54262762828934
"32",0.840951841566456
"33",0.395382221052673
