"","x"
"1",12.073
"2",13.547
"3",12.664
"4",12.011
"5",13.313
"6",13.613
"7",12.954
"8",13.164
"9",12.205
"10",8.692
"11",13.13
"12",8.509
"13",12.924
"14",13.086
"15",9.131
"16",12.235
"17",12.313
"18",8.915
"19",8.464
"20",12.46
"21",8.781
"22",13.634
"23",12.013
"24",13.073
"25",8.719
"26",13.479
"27",14.595
"28",12.19
"29",13.142
"30",14.645
"31",13.974
"32",12.873
"33",14.298
"34",15.461
"35",13.026
"36",13.919
"37",14.79
"38",11.61
"39",8.301
"40",14.174
"41",14.157
"42",15.615
"43",12.385
"44",13.75
"45",13.973
"46",14.211
