"","x"
"1",12.073
"2",12.664
"3",12.011
"4",12.954
"5",15.038
"6",12.205
"7",13.13
"8",12.924
"9",12.235
"10",14.002
"11",12.313
"12",14.606
"13",15.152
"14",12.46
"15",8.781
"16",15.067
"17",13.634
"18",12.013
"19",15.676
"20",15.669
"21",15.542
"22",13.073
"23",13.479
"24",12.19
"25",13.142
"26",14.645
"27",13.974
"28",12.873
"29",14.298
"30",15.461
"31",13.026
"32",13.919
"33",14.79
"34",11.394
"35",11.61
"36",14.174
"37",14.157
"38",15.615
"39",12.385
"40",13.75
"41",13.973
"42",11.354
"43",11.185
"44",14.211
"45",9.588
