"","V1","V2"
"1",1,2
"2",1,4
"3",3,4
"4",2,7
"5",1,8
"6",7,8
"7",1,9
"8",9,10
"9",4,11
"10",5,11
"11",5,12
"12",6,13
"13",12,13
"14",6,14
"15",13,15
"16",9,16
"17",15,16
"18",10,17
"19",15,19
"20",17,21
"21",7,23
"22",9,23
"23",16,24
"24",16,25
"25",24,25
"26",17,26
"27",25,26
"28",12,27
"29",13,28
"30",15,28
"31",24,28
"32",27,28
"33",20,29
"34",19,30
"35",20,30
"36",25,30
"37",14,31
"38",18,31
"39",19,31
"40",8,32
"41",23,33
"42",11,34
"43",27,34
"44",22,35
"45",34,35
"46",24,36
"47",33,36
"48",35,36
"49",26,37
"50",29,38
"51",37,38
"52",28,39
"53",31,39
"54",23,40
"55",32,40
"56",40,41
