"","x"
"1",9.737
"2",3.142
"3",12.405
"4",2.66
"5",4.99
"6",12.066
"7",12.812
"8",3.404
"9",11.058
"10",9.981
"11",2.221
"12",12.818
"13",2.815
"14",4.996
"15",6.873
"16",7.966
"17",6.194
"18",7.293
"19",2.095
"20",12.53
"21",7.41
"22",4.848
"23",8.152
"24",7.603
"25",0.184
"26",6.994
"27",6.526
"28",7.939
"29",3.946
"30",9.312
"31",12.58
"32",7.62
"33",8.706
"34",5.655
"35",3.584
"36",0.234
"37",7.053
"38",8.371
"39",8.862
"40",6.935
"41",0
"42",8.488
"43",6.416
"44",3.264
"45",3.287
"46",3.456
