"","x"
"1",5.685
"2",8.603
"3",8.649
"4",7.684
"5",7.752
"6",7.859
"7",8.823
"8",3.091
"9",7.17
"10",4.769
"11",7.412
"12",8.895
"13",6.769
"14",4.337
"15",4.866
"16",7.24
"17",5.129
"18",8.172
"19",8.528
"20",4.898
"21",7.343
"22",8.929
"23",8.159
"24",3.552
"25",6.418
"26",5.655
"27",5.982
"28",6.184
"29",0.224
"30",4.413
"31",4.36
"32",0.296
"33",5.222
"34",0.156
"35",0
"36",7.029
"37",4.729
"38",3.367
"39",6.194
"40",5.737
"41",6.093
"42",6.276
"43",5.4
"44",5.321
"45",0.21
"46",0
"47",4.392
"48",5.91
