"","x"
"1",14.223
"2",13.828
"3",11.684
"4",12.841
"5",12.63
"6",11.557
"7",11.558
"8",13.243
"9",11.386
"10",12.256
"11",11.532
"12",13.149
"13",13.43
"14",13.402
"15",14.798
"16",11.323
"17",15.354
"18",14.77
"19",12.382
"20",14.09
"21",15.252
"22",15.049
"23",14.081
"24",11.568
"25",15.403
"26",15.374
"27",15.184
"28",11.464
"29",13.338
"30",12.769
"31",13.423
"32",13.662
"33",14.463
"34",14.087
"35",12.631
"36",9.458
"37",7.11
"38",15.111
"39",13.869
"40",12.647
"41",13.372
"42",14.134
"43",11.595
