"","x"
"1",11.557
"2",13.243
"3",11.386
"4",11.532
"5",13.149
"6",13.43
"7",13.402
"8",14.432
"9",14.987
"10",14.798
"11",15.508
"12",15.708
"13",14.229
"14",14.57
"15",11.323
"16",14.77
"17",12.382
"18",14.09
"19",15.252
"20",15.723
"21",15.743
"22",14.28
"23",15.049
"24",14.081
"25",15.011
"26",11.568
"27",15.403
"28",15.374
"29",15.184
"30",11.464
"31",14.457
"32",13.338
"33",15.025
"34",15.071
"35",15.219
"36",12.769
"37",15.547
"38",13.423
"39",14.463
"40",14.087
"41",12.631
"42",9.458
"43",15.111
"44",14.408
"45",13.869
"46",12.647
"47",12.736
"48",14.057
"49",14.498
"50",14.134
"51",13.027
