"","x"
"1",14.252
"2",15.808
"3",14.877
"4",14.29
"5",13.364
"6",16.202
"7",13.627
"8",16.076
"9",16.256
"10",16.312
"11",16.284
"12",14.575
"13",13.392
"14",15.402
"15",13.922
"16",15.523
"17",12.39
"18",16.214
"19",16.137
"20",14.538
"21",16.156
"22",14.921
"23",15.461
"24",13.439
"25",12.256
"26",12.656
"27",14.836
"28",12.06
"29",14.432
"30",13.368
"31",14.987
"32",12.22
"33",14.229
"34",14.57
"35",11.323
"36",12.313
"37",15.115
"38",12.466
"39",15.723
"40",15.743
"41",14.28
"42",14.604
"43",14.081
"44",15.011
"45",11.568
"46",14.457
"47",15.025
"48",14.123
"49",15.071
"50",13.101
"51",15.547
"52",12.1
