"","x"
"1",13.828
"2",11.684
"3",12.63
"4",11.557
"5",11.558
"6",13.243
"7",11.386
"8",11.532
"9",7.426
"10",13.149
"11",13.43
"12",13.402
"13",14.798
"14",11.323
"15",12.313
"16",15.354
"17",14.77
"18",12.382
"19",14.09
"20",15.252
"21",15.049
"22",14.081
"23",15.011
"24",11.568
"25",15.403
"26",15.374
"27",15.184
"28",11.464
"29",14.457
"30",13.338
"31",7.478
"32",15.219
"33",12.769
"34",12.1
"35",13.423
"36",13.662
"37",14.463
"38",14.087
"39",12.631
"40",9.458
"41",7.11
"42",15.111
"43",14.408
"44",13.869
"45",12.647
"46",12.736
"47",13.372
"48",14.057
"49",14.498
"50",13.035
"51",1.137
"52",14.134
"53",13.027
"54",12.402
"55",11.595
"56",11.354
