"","x"
"1",3.889
"2",4.905
"3",4.661
"4",3.838
"5",2.725
"6",5.029
"7",4.013
"8",3.718
"9",0.412
"10",4.652
"11",9.344
"12",8.817
"13",5.522
"14",5.086
"15",4.491
"16",0.367
"17",2.536
"18",9.361
"19",8.352
"20",5.319
"21",2.496
"22",0.351
"23",0.29
"24",2.38
"25",9.689
"26",5.539
"27",0.619
"28",10.321
"29",9.769
"30",0.615
"31",8.309
"32",0.753
"33",7.792
"34",9.896
"35",8.404
"36",6.774
"37",6.701
"38",9.211
"39",9.652
"40",8.113
"41",7.458
"42",7.976
"43",7.497
"44",7.47
"45",7.13
"46",6.425
"47",5.8
