"","V1","V2"
"1",1,4
"2",2,4
"3",2,5
"4",3,5
"5",5,7
"6",4,8
"7",6,10
"8",7,10
"9",7,11
"10",8,11
"11",8,12
"12",9,12
"13",12,13
"14",11,14
"15",7,15
"16",10,15
"17",11,15
"18",10,16
"19",13,18
"20",13,19
"21",14,19
"22",14,20
"23",15,20
"24",15,21
"25",16,21
"26",21,22
"27",20,23
"28",21,23
"29",19,24
"30",20,24
"31",18,25
"32",19,25
"33",22,26
"34",23,26
"35",17,27
"36",25,27
"37",23,28
"38",24,28
"39",24,29
"40",25,29
"41",29,30
"42",28,31
"43",26,32
"44",28,32
"45",26,33
"46",29,34
"47",30,34
"48",31,34
"49",27,35
