"","V1","V2"
"1",1,3
"2",2,3
"3",4,5
"4",2,6
"5",6,7
"6",4,8
"7",5,9
"8",6,9
"9",3,10
"10",4,11
"11",3,12
"12",10,12
"13",5,14
"14",9,14
"15",2,15
"16",6,15
"17",13,17
"18",14,17
"19",7,19
"20",16,20
"21",19,20
"22",9,21
"23",20,21
"24",17,22
"25",18,23
"26",21,23
"27",9,24
"28",15,24
"29",19,24
"30",15,26
"31",17,27
"32",27,28
"33",22,29
"34",23,30
"35",25,30
"36",23,31
"37",30,31
"38",28,32
"39",29,32
"40",24,33
"41",30,34
"42",31,34
"43",24,35
"44",34,35
"45",26,36
"46",29,37
"47",33,37
"48",34,37
"49",32,38
"50",33,38
"51",35,39
"52",35,40
"53",37,40
"54",36,41
"55",37,42
"56",38,42
"57",38,43
"58",43,44
"59",33,45
"60",40,45
"61",42,45
"62",30,46
"63",39,47
"64",40,47
"65",42,48
"66",39,49
"67",45,49
"68",49,50
