"","V1","V2"
"1",1,5
"2",2,7
"3",3,7
"4",4,9
"5",5,9
"6",6,13
"7",8,13
"8",8,17
"9",10,17
"10",10,18
"11",11,18
"12",11,19
"13",12,19
"14",14,20
"15",15,20
"16",15,21
"17",16,21
"18",20,25
"19",21,25
"20",7,26
"21",5,27
"22",18,27
"23",22,28
"24",23,28
"25",25,29
"26",24,30
"27",25,30
"28",18,31
"29",27,31
"30",29,31
"31",27,32
"32",28,33
"33",26,34
"34",31,34
"35",33,34
"36",34,35
"37",32,37
"38",35,39
"39",36,39
"40",31,40
"41",13,41
"42",29,41
"43",29,43
"44",37,45
"45",37,46
"46",30,47
"47",38,48
"48",38,49
"49",40,49
"50",40,50
"51",42,50
"52",36,51
"53",41,51
"54",42,52
"55",43,52
"56",41,53
"57",44,53
"58",30,54
"59",43,54
"60",52,55
"61",54,56
"62",55,56
"63",54,57
