"","x"
"1",0
"2",0
"3",4.528
"4",1.37
"5",0.381
"6",0.109
"7",4.472
"8",0.073
"9",0.154
"10",0.077
"11",0.002
"12",-0.05
"13",0.045
"14",0.356
"15",0.24
"16",0.039
"17",0.14
"18",0.086
"19",-0.062
"20",0.018
"21",0.264
"22",0
"23",0
"24",1.748
"25",0
"26",0.371
"27",0
"28",0.554
"29",0
"30",4.394
"31",4.128
"32",4.309
"33",4.226
"34",-0.306
"35",2.72
"36",-0.256
"37",-0.186
"38",2.721
"39",2.469
"40",2.227
"41",2.207
"42",-0.213
"43",-0.259
"44",2.745
"45",-0.21
"46",2.747
"47",2.431
"48",2.315
"49",0
"50",0
"51",2.279
"52",0
"53",0
"54",0.117
"55",0.059
"56",0
