"","x"
"1",12.028
"2",12.373
"3",12.575
"4",12.071
"5",10.244
"6",11.97
"7",11.887
"8",13.724
"9",13.228
"10",12.479
"11",12.096
"12",10.299
"13",11.651
"14",11.976
"15",12.295
"16",12.837
"17",11.079
"18",11.555
"19",9.335
"20",11.806
"21",12.163
"22",14.114
"23",14.321
"24",12.262
"25",12.569
"26",10.811
"27",11.617
"28",12.114
"29",12.349
"30",10.932
"31",11.735
"32",13.021
"33",12.092
"34",13.38
"35",11.045
"36",13.28
"37",13.997
"38",13.757
"39",13.826
"40",14.679
"41",11.874
"42",13.846
"43",10.671
"44",8.939
"45",12.789
