"","x"
"1",24.021
"2",19.973
"3",17.626
"4",22.856
"5",24.85
"6",20.652
"7",23.537
"8",23.331
"9",24.515
"10",20.367
"11",22.044
"12",25.365
"13",24.762
"14",25.232
"15",16.08
"16",19.593
"17",18.451
"18",24.867
"19",23.677
"20",22.198
"21",20.852
"22",18.629
"23",23.66
"24",21.075
"25",18.591
"26",22.883
"27",24.46
"28",17.091
"29",23.567
"30",20.752
"31",18.52
"32",16.793
"33",18.133
"34",24.117
"35",18.276
"36",19.933
"37",25.909
"38",24.153
"39",24.539
"40",20.144
"41",23.205
"42",25.551
"43",23.184
"44",25.002
"45",23.346
"46",14.867
"47",20.11
"48",17.179
