"","x"
"1",6.794
"2",6.386
"3",5.026
"4",4.89
"5",7.762
"6",7.276
"7",0.455
"8",2.329
"9",0.329
"10",8.36
"11",2.465
"12",7.027
"13",3.081
"14",3.563
"15",4.631
"16",4.123
"17",6.805
"18",3.129
"19",2.593
"20",8.142
"21",4.277
"22",6.943
"23",3.988
"24",-0.139
"25",2.644
"26",3.856
"27",6.795
"28",6.337
"29",7.282
"30",3.207
"31",0
"32",3.023
"33",0.595
"34",3.684
"35",6.234
"36",0
"37",0.001
"38",2.957
"39",0.622
"40",3.437
"41",0.888
"42",0.51
"43",2.895
"44",0.072
"45",0.286
"46",0.642
"47",4.078
