"","x"
"1",6.794
"2",6.386
"3",5.026
"4",8.381
"5",4.89
"6",7.305
"7",7.762
"8",7.276
"9",8.148
"10",7.427
"11",0.455
"12",2.329
"13",8.36
"14",2.465
"15",3.563
"16",4.631
"17",4.123
"18",6.805
"19",3.129
"20",2.593
"21",8.142
"22",4.277
"23",6.943
"24",3.988
"25",-0.139
"26",0
"27",2.644
"28",3.856
"29",8.343
"30",6.795
"31",6.337
"32",7.282
"33",8.813
"34",3.207
"35",0
"36",3.023
"37",0.595
"38",3.684
"39",6.234
"40",0.001
"41",2.957
"42",0.622
"43",3.437
"44",0.888
"45",0.701
"46",0.51
"47",0.072
"48",0.286
"49",0.642
"50",4.078
