"","V1","V2"
"1",1,3
"2",1,5
"3",4,5
"4",2,6
"5",3,6
"6",5,9
"7",7,10
"8",6,11
"9",8,12
"10",9,13
"11",12,15
"12",14,15
"13",12,16
"14",15,16
"15",11,17
"16",16,17
"17",13,19
"18",14,20
"19",18,20
"20",15,21
"21",20,21
"22",16,22
"23",21,22
"24",17,23
"25",22,23
"26",11,24
"27",23,24
"28",10,25
"29",24,25
"30",9,26
"31",23,26
"32",21,27
"33",24,28
"34",25,28
"35",27,29
"36",26,30
"37",27,30
"38",30,31
"39",26,32
"40",30,33
"41",32,34
"42",28,35
"43",31,36
"44",31,37
"45",33,37
"46",32,38
"47",33,39
"48",35,39
"49",34,40
"50",38,41
