"","weight"
"1",2.830915752918
"2",2.33024629602182
"3",2.28137699664725
"4",2.87302697521686
"5",1.98981933850981
"6",2.12327318094474
"7",2.74549376252105
"8",2.06400799380986
"9",2.29431819920132
"10",1.70731514342842
"11",1.75320164266763
"12",2.18639520667382
"13",2.16877938066249
"14",2.62792237340838
"15",2.43799282206085
"16",1.36331397715918
"17",1.58346739765696
"18",4.06105454265108
"19",1.8195757746491
"20",1.41333046382579
"21",1.40795632023427
"22",2.51617268896482
"23",3.07577697504397
"24",1.39976462316655
"25",2.56588561714288
"26",1.96083094617069
"27",1.86175293743761
"28",1.10839929619713
"29",2.3698795326857
"30",1.93958474941121
"31",1.32764490774374
"32",1.94277662119393
"33",3.16858264831899
"34",2.92597009534114
"35",2.08737179268463
"36",2.46689197192034
