"","weight"
"1",1.05361985567733
"2",1.77389430317882
"3",1.20061209383929
"4",1.54615296802675
"5",2.09561661590126
"6",1.5494905613794
"7",1.23208806511039
"8",1.77215264636295
"9",0.976754319232203
"10",2.97994003301844
"11",1.9051879169732
"12",1.7899634075906
"13",1.62425859972812
"14",1.27675369579015
"15",0.726452063310284
"16",1.51281208383279
"17",1.62994398686313
"18",1.50554840503688
"19",1.48883699590136
"20",0.615588336386831
"21",0.573616596807559
"22",3.15867203097821
"23",2.44609893493652
"24",2.23549211580985
"25",1.83009316724078
"26",1.51170797473315
"27",1.46245991422579
"28",1.26757287837619
"29",1.86221937464494
"30",1.7627901178861
"31",1.65553616635737
"32",0.348975643747573
"33",1.79502200618036
"34",1.82370172933612
"35",0.373127324044724
"36",0.721751341912116
"37",0.631981011851324
"38",0.576172891106434
"39",0.581432713531108
"40",0.259814549420227
"41",1.8713153130229
"42",0.570073678912528
