"","x"
"1",10.045
"2",9.743
"3",8.925
"4",0.274
"5",0.506
"6",0.613
"7",9.848
"8",7.709
"9",8.917
"10",7.615
"11",0.27
"12",0.451
"13",0.428
"14",7.963
"15",6.315
"16",4.942
"17",8.052
"18",6.392
"19",5.064
"20",6.001
"21",5.055
"22",7.889
"23",5.964
"24",5.831
"25",7.554
"26",6.836
"27",7.113
"28",7.073
"29",6.519
"30",6.878
"31",7.627
"32",6.723
"33",7.085
"34",4.169
"35",7.254
"36",0.253
"37",6.838
"38",7.729
"39",6.294
"40",7.454
"41",4.45
"42",7.723
"43",0.302
"44",0.411
"45",5.655
"46",7.151
"47",5.68
