"","x"
"1",17.634
"2",12.744
"3",10.06
"4",18.202
"5",17.442
"6",15.069
"7",20.721
"8",19.096
"9",17.052
"10",18.525
"11",19.737
"12",19.591
"13",19.27
"14",19.627
"15",18.59
"16",15.91
"17",14.268
"18",18.376
"19",13.841
"20",20.407
"21",19.158
"22",19.566
"23",15.409
"24",19.127
"25",18.189
"26",13.583
"27",21.374
"28",17.066
"29",19.052
"30",14.57
"31",7.822
"32",19.521
"33",19.45
"34",15.807
"35",14.629
"36",16.177
"37",13.943
"38",14.139
"39",16.143
"40",14.145
"41",14.062
"42",14.269
"43",15.192
"44",14.941
"45",15.355
"46",14.143
