"","x"
"1",23.167
"2",24.414
"3",21.739
"4",26.454
"5",24.191
"6",11.926
"7",26.004
"8",22.341
"9",23.989
"10",26.728
"11",26.054
"12",25.19
"13",17.079
"14",16.698
"15",25.511
"16",19.572
"17",23.741
"18",18.499
"19",18.84
"20",22.126
"21",19.316
"22",15.446
"23",20.46
"24",23.969
"25",23.937
"26",25.995
"27",20.271
"28",21.481
"29",15.328
"30",17.887
"31",24.56
"32",20.131
"33",24.767
"34",26.376
"35",25.552
"36",22.305
"37",24.748
"38",15.339
"39",26.396
"40",24.453
"41",23.728
"42",17.282
"43",22.167
"44",20.379
"45",20.855
"46",16.471
