"","V1","V2"
"1",1,6
"2",3,7
"3",4,7
"4",7,8
"5",6,9
"6",5,10
"7",10,11
"8",8,13
"9",10,14
"10",10,15
"11",14,16
"12",9,17
"13",13,17
"14",15,17
"15",8,18
"16",12,18
"17",16,19
"18",14,20
"19",15,20
"20",13,21
"21",17,21
"22",18,22
"23",22,24
"24",20,25
"25",21,25
"26",19,26
"27",20,26
"28",2,27
"29",26,28
"30",27,29
"31",23,30
"32",24,30
"33",21,31
"34",24,31
"35",25,31
"36",29,31
"37",25,32
"38",28,32
"39",27,33
"40",30,33
"41",26,34
"42",11,35
"43",29,35
"44",23,36
"45",30,36
"46",32,37
"47",34,37
"48",31,38
"49",32,38
