"","x"
"1",6.363
"2",7.839
"3",7.646
"4",8.091
"5",6.517
"6",8.07
"7",7.899
"8",7.715
"9",7.051
"10",7.917
"11",8.941
"12",7.388
"13",5.666
"14",6.142
"15",6.536
"16",7.051
"17",8.321
"18",9.307
"19",9.429
"20",10.344
"21",8.373
"22",6.595
"23",6.156
"24",8.094
"25",5.992
"26",6.683
"27",9.247
"28",7.269
"29",9.264
"30",9.547
"31",6.892
"32",8.15
"33",9.749
"34",8.027
"35",7.702
"36",8.475
"37",3.646
"38",4.008
"39",5.15
"40",8.156
"41",8.368
"42",8.118
"43",8.725
"44",8.881
"45",9.232
"46",8.982
"47",9.475
"48",4.227
"49",8.342
"50",8.155
"51",8.093
"52",8.197
"53",8.762
"54",8.836
"55",9.383
"56",9.253
"57",8.888
