"","x"
"1",8.322
"2",1.445
"3",0.266
"4",6.363
"5",7.817
"6",7.839
"7",7.646
"8",8.091
"9",6.517
"10",8.07
"11",7.899
"12",8.288
"13",7.715
"14",7.051
"15",7.917
"16",8.941
"17",7.388
"18",5.666
"19",6.142
"20",6.536
"21",9.429
"22",8.373
"23",6.595
"24",8.094
"25",5.992
"26",6.683
"27",9.247
"28",7.269
"29",9.547
"30",6.892
"31",9.749
"32",8.027
"33",7.702
"34",8.475
"35",3.646
"36",5.15
"37",8.156
"38",8.368
"39",8.725
"40",8.881
"41",9.232
"42",8.982
"43",4.227
"44",8.342
"45",8.155
"46",8.197
"47",8.762
"48",8.836
"49",9.383
