"","V1","V2"
"1",2,4
"2",1,5
"3",2,5
"4",3,5
"5",4,9
"6",7,10
"7",7,11
"8",10,11
"9",7,12
"10",8,12
"11",6,13
"12",6,14
"13",10,14
"14",4,15
"15",9,15
"16",5,16
"17",13,16
"18",14,17
"19",16,17
"20",12,18
"21",9,20
"22",16,20
"23",16,21
"24",17,21
"25",20,21
"26",12,22
"27",17,22
"28",21,22
"29",11,23
"30",13,25
"31",21,25
"32",23,25
"33",21,26
"34",22,27
"35",19,28
"36",20,28
"37",20,29
"38",21,30
"39",29,32
"40",31,33
"41",24,34
"42",25,34
"43",26,35
"44",33,35
"45",26,36
"46",27,36
"47",35,36
"48",27,37
"49",31,38
"50",33,38
"51",28,39
"52",28,40
"53",32,40
"54",29,41
"55",30,41
"56",30,42
"57",33,42
"58",41,43
"59",42,43
