"","x"
"1",1.545
"2",0.26
"3",7.137
"4",7.281
"5",0.512
"6",10.288
"7",1.2
"8",3.799
"9",10.673
"10",8.412
"11",7.914
"12",9.322
"13",2.041
"14",1.563
"15",9.704
"16",7.621
"17",4.33
"18",8.238
"19",6.301
"20",9.803
"21",9.492
"22",11.854
"23",1.459
"24",1.783
"25",8.699
"26",4.115
"27",8.945
"28",9.519
"29",0.67
"30",1.735
"31",5.84
"32",8.235
"33",9.49
"34",7.229
"35",11.443
"36",0.666
"37",1.549
"38",8.405
"39",9.6
"40",9.947
"41",7.978
"42",11.472
"43",9.506
"44",10.136
"45",7.585
"46",11.505
"47",10.554
"48",9.518
"49",0.326
"50",12.089
"51",11.751
"52",11.627
"53",11.455
"54",12.343
"55",11.719
"56",5.508
"57",12.594
"58",5.445
"59",5.631
"60",6.173
