"","V1","V2"
"1",1,2
"2",3,4
"3",1,6
"4",5,7
"5",1,9
"6",3,9
"7",4,10
"8",3,11
"9",7,12
"10",10,14
"11",11,14
"12",9,15
"13",11,16
"14",12,16
"15",12,18
"16",13,18
"17",17,18
"18",15,19
"19",16,19
"20",8,20
"21",12,20
"22",18,22
"23",21,23
"24",14,24
"25",16,24
"26",20,24
"27",15,25
"28",10,26
"29",24,26
"30",26,27
"31",9,28
"32",21,28
"33",9,29
"34",23,29
"35",28,29
"36",26,30
"37",27,30
"38",29,30
"39",26,31
"40",16,32
"41",19,32
"42",20,33
"43",28,34
"44",24,35
"45",32,35
"46",35,36
"47",35,37
"48",29,38
"49",34,38
