"","x"
"1",4.013
"2",0
"3",5.822
"4",0
"5",0
"6",0.164
"7",0.004
"8",4.759
"9",5.127
"10",4.952
"11",0.128
"12",4.959
"13",5.371
"14",5.528
"15",5.168
"16",0
"17",5.454
"18",0
"19",0.07
"20",0.09
"21",0.063
"22",0.099
"23",6.447
"24",5.292
"25",7.641
"26",5.97
"27",7.252
"28",0
"29",0
"30",0
"31",-0.134
"32",-0.078
"33",0.113
"34",0
"35",3.228
"36",6.8
"37",7.53
"38",6.491
"39",7.064
"40",0
"41",0
"42",0
"43",0
"44",2.093
"45",0.056
"46",3.301
"47",0
"48",1.454
"49",1.916
"50",0.074
"51",3.455
"52",3.415
