"","x"
"1",4.013
"2",0
"3",-0.031
"4",5.127
"5",4.952
"6",0
"7",0.128
"8",4.959
"9",0.143
"10",5.371
"11",5.528
"12",5.168
"13",0
"14",5.454
"15",0
"16",0
"17",0.07
"18",0.09
"19",0.063
"20",0.099
"21",6.447
"22",5.292
"23",5.97
"24",7.252
"25",0
"26",0
"27",0
"28",0
"29",-0.134
"30",-0.078
"31",0.113
"32",0
"33",-0.089
"34",3.228
"35",6.8
"36",6.491
"37",0
"38",0
"39",0
"40",0
"41",2.093
"42",0.056
"43",-0.017
"44",3.301
"45",0
"46",0
"47",0
"48",0
"49",1.916
"50",0.074
"51",3.455
"52",0
"53",3.415
