"","x"
"1",1.173
"2",1.41
"3",0.129
"4",1.163
"5",3.284
"6",6.591
"7",7.493
"8",6.946
"9",-0.063
"10",6.666
"11",7.083
"12",6.798
"13",6.723
"14",7.952
"15",6.584
"16",1.87
"17",7.734
"18",7.169
"19",7.977
"20",6.734
"21",8.136
"22",-0.123
"23",7.373
"24",1.006
"25",8.929
"26",5.123
"27",7.164
"28",9.419
"29",0
"30",0
"31",-0.022
"32",1.355
"33",7.587
"34",7.927
"35",7.387
"36",10.097
"37",7.708
"38",0
"39",8.64
"40",7.921
"41",0
"42",9.845
"43",0
"44",0.492
"45",0.02
"46",4.107
"47",7.239
"48",7.291
"49",7.718
"50",2.812
"51",7.473
"52",0
"53",0
