"","x"
"1",22.74
"2",21.2
"3",19.937
"4",20.301
"5",22.647
"6",24.4
"7",19.999
"8",23.053
"9",24.571
"10",27.266
"11",24.904
"12",23.09
"13",18.895
"14",22.099
"15",25.796
"16",24.745
"17",23.038
"18",16.917
"19",20.574
"20",19.704
"21",19.233
"22",23.19
"23",23.16
"24",19.4
"25",22.947
"26",19.444
"27",23.337
"28",22.621
"29",21.329
"30",21.403
"31",15.672
"32",25.893
"33",24.612
"34",16.966
"35",22.803
"36",18.166
"37",21.065
"38",24.655
"39",24.625
"40",25.474
"41",25.314
"42",21.754
"43",24.726
"44",22.52
"45",23.968
"46",26.007
"47",19.139
"48",23.82
"49",19.198
"50",23.298
"51",19.31
