"","x"
"1",9.915
"2",16.692
"3",14.142
"4",17.569
"5",19.937
"6",17.178
"7",19.999
"8",23.053
"9",23.09
"10",18.895
"11",22.099
"12",24.745
"13",23.038
"14",16.917
"15",15.403
"16",20.574
"17",19.704
"18",19.233
"19",23.16
"20",19.4
"21",19.444
"22",15.764
"23",23.337
"24",12.514
"25",21.329
"26",15.672
"27",12.726
"28",25.893
"29",24.612
"30",16.966
"31",22.803
"32",18.166
"33",21.065
"34",24.655
"35",24.625
"36",25.474
"37",25.314
"38",15.784
"39",24.726
"40",23.968
"41",19.139
"42",23.82
"43",19.198
"44",11.776
"45",23.298
"46",19.31
