"","x"
"1",23.525
"2",22.03
"3",23.81
"4",24.105
"5",24.756
"6",19.421
"7",22.274
"8",22.74
"9",21.2
"10",27.151
"11",19.937
"12",20.301
"13",22.647
"14",24.4
"15",27.957
"16",27.158
"17",19.999
"18",23.053
"19",24.571
"20",27.266
"21",24.904
"22",23.09
"23",18.895
"24",22.099
"25",25.796
"26",24.745
"27",23.038
"28",16.917
"29",20.574
"30",19.704
"31",19.233
"32",23.19
"33",23.16
"34",22.947
"35",19.444
"36",21.329
"37",21.403
"38",24.612
"39",22.803
"40",18.166
"41",21.065
"42",24.655
"43",24.726
"44",23.968
