"","x"
"1",7.774
"2",5.244
"3",5.899
"4",5.786
"5",9.453
"6",5.88
"7",5.725
"8",5.366
"9",5.974
"10",6.741
"11",6.252
"12",0.746
"13",5.754
"14",0.929
"15",5.724
"16",1.047
"17",6.667
"18",5.486
"19",1.644
"20",9.513
"21",8.788
"22",7.577
"23",1.709
"24",1.43
"25",1.319
"26",8.482
"27",8.31
"28",9.608
"29",1.911
"30",8.624
"31",1.126
"32",4.016
"33",1.018
"34",10.815
"35",8.575
"36",8.442
"37",1.798
"38",7.433
"39",9.557
"40",3.859
"41",9.503
"42",9.839
"43",9.033
"44",5.507
"45",10.414
"46",4.792
"47",9.939
"48",7.357
