"","x"
"1",7.073
"2",7.95
"3",8.021
"4",7.408
"5",0.419
"6",0.541
"7",0.268
"8",0.272
"9",8.656
"10",9.648
"11",6.596
"12",0.27
"13",0.318
"14",3.426
"15",7.204
"16",9.659
"17",8.123
"18",7.31
"19",7.685
"20",6.566
"21",7.711
"22",8.243
"23",7.448
"24",7.752
"25",7.053
"26",7.24
"27",7.171
"28",6.883
"29",7.358
"30",5.893
"31",3.274
"32",2.393
"33",6.174
"34",3.412
"35",3.123
"36",0.336
"37",5.46
"38",8.001
"39",6.374
"40",6.152
"41",0.335
"42",8.598
"43",6.67
"44",6.212
"45",6.511
"46",1.595
"47",0.463
"48",0.377
"49",0.486
"50",7.981
"51",6.955
