"","x"
"1",6.596
"2",0.27
"3",0.318
"4",3.426
"5",8.123
"6",7.685
"7",6.566
"8",7.752
"9",7.053
"10",7.171
"11",6.883
"12",7.358
"13",8.292
"14",7.425
"15",5.893
"16",3.274
"17",2.393
"18",7.991
"19",6.174
"20",3.412
"21",3.123
"22",8.683
"23",7.736
"24",0.336
"25",5.46
"26",8.001
"27",6.374
"28",7.21
"29",7.432
"30",6.724
"31",6.152
"32",7.231
"33",0.335
"34",8.598
"35",6.303
"36",8.607
"37",6.67
"38",6.212
"39",6.511
"40",1.595
"41",0.377
"42",0.486
"43",6.316
"44",8.871
"45",7.981
"46",7.606
"47",9.007
"48",8.917
"49",7.033
"50",6.955
"51",5.859
"52",8.689
"53",9.274
"54",7.415
"55",9.797
"56",8.407
"57",7.233
"58",0.858
"59",7.867
"60",7.999
"61",3.679
