"","V1","V2"
"1",1,4
"2",2,4
"3",2,6
"4",3,6
"5",3,7
"6",5,7
"7",4,8
"8",2,9
"9",7,10
"10",5,11
"11",2,12
"12",4,12
"13",8,12
"14",9,13
"15",10,14
"16",11,14
"17",8,15
"18",12,15
"19",6,16
"20",13,17
"21",14,17
"22",11,18
"23",14,18
"24",15,19
"25",12,20
"26",16,20
"27",13,21
"28",17,21
"29",15,22
"30",20,22
"31",13,23
"32",16,23
"33",17,23
"34",17,24
"35",18,24
"36",17,25
"37",21,25
"38",24,26
"39",19,27
"40",22,27
"41",23,28
"42",20,29
"43",27,29
"44",17,30
"45",24,30
"46",21,31
"47",28,31
"48",30,31
"49",25,32
"50",26,32
"51",19,33
"52",27,33
"53",29,33
"54",29,34
"55",30,35
"56",28,36
"57",33,36
"58",34,36
"59",28,37
"60",34,37
"61",35,37
"62",30,38
"63",32,38
"64",35,39
"65",37,39
"66",36,40
