"","x"
"1",17.372
"2",15.926
"3",15.886
"4",17.367
"5",16.486
"6",16.237
"7",16.183
"8",15.849
"9",17.698
"10",13.454
"11",16.046
"12",16.386
"13",17.073
"14",14.005
"15",15.89
"16",15.72
"17",16.887
"18",16.202
"19",14.478
"20",15.639
"21",16.743
"22",13.144
"23",17.199
"24",15.291
"25",15.445
"26",13.11
"27",13.755
"28",14.548
"29",16.194
"30",15.038
"31",13.522
"32",11.608
"33",13.686
"34",15.083
"35",15.777
"36",15.499
"37",14.071
"38",15.012
"39",14.565
"40",15.792
"41",14.991
"42",13.771
"43",15.953
