"","x"
"1",2.733
"2",6.4
"3",7.73
"4",2.459
"5",0.831
"6",7.298
"7",2.069
"8",0
"9",7.755
"10",6.696
"11",2.705
"12",0
"13",0.534
"14",6.587
"15",5.483
"16",0
"17",0.381
"18",7.966
"19",5.247
"20",0.203
"21",0
"22",0.475
"23",6.945
"24",0.495
"25",5.766
"26",2.861
"27",0.38
"28",0.483
"29",7.157
"30",0.492
"31",0.496
"32",6.071
"33",0.726
"34",0.634
"35",0.582
"36",0.535
"37",0.942
"38",0.672
"39",0.674
"40",1.977
"41",1.232
"42",1.107
"43",0.89
"44",0.843
"45",1.251
"46",1.146
"47",2.675
"48",0.762
"49",4.874
"50",5.297
"51",1.58
"52",1.275
"53",2.547
"54",5.462
"55",4.956
"56",4.436
"57",0.992
"58",4.296
