"","x"
"1",2.733
"2",2.459
"3",7.298
"4",2.069
"5",6.696
"6",2.705
"7",5.483
"8",0.381
"9",5.247
"10",0.475
"11",5.766
"12",0.577
"13",0.901
"14",2.861
"15",0.483
"16",0.492
"17",0.496
"18",0.957
"19",6.071
"20",0.726
"21",0.634
"22",0.942
"23",0.672
"24",0.841
"25",0.877
"26",1.977
"27",1.232
"28",1.107
"29",0.793
"30",0.89
"31",0.843
"32",1.251
"33",1.146
"34",1.319
"35",2.675
"36",0.762
"37",4.874
"38",5.297
"39",0.991
"40",1.58
"41",1.275
"42",2.547
"43",5.462
"44",4.956
"45",4.436
"46",0.992
"47",4.296
