"","x"
"1",14.879
"2",15.594
"3",15.117
"4",14.722
"5",14.906
"6",16.276
"7",16.674
"8",14.827
"9",14.224
"10",12.938
"11",16.399
"12",13.135
"13",15.75
"14",17.571
"15",15.779
"16",12.83
"17",12.438
"18",17.25
"19",13.232
"20",12.434
"21",17.604
"22",14.503
"23",16.38
"24",12.274
"25",17.986
"26",17.281
"27",12.584
"28",18.269
"29",20.198
"30",14.547
"31",14.859
"32",12.447
"33",14.412
"34",15.845
"35",15.202
"36",14.783
"37",15.615
"38",14.035
"39",15.562
"40",18.733
"41",15.811
"42",19.268
"43",13.288
"44",13.414
"45",17.802
"46",20.943
"47",15.544
"48",15.173
"49",18.084
"50",14.189
"51",18.076
"52",14.817
"53",18.965
