"","x"
"1",11.338
"2",14.138
"3",13.575
"4",14.879
"5",14.161
"6",14.328
"7",14.559
"8",15.117
"9",14.722
"10",14.906
"11",16.276
"12",10.983
"13",12.322
"14",19.541
"15",14.827
"16",14.224
"17",12.938
"18",16.399
"19",13.135
"20",15.75
"21",12.197
"22",15.779
"23",12.83
"24",19.101
"25",18.371
"26",12.438
"27",17.25
"28",13.232
"29",17.604
"30",14.503
"31",16.38
"32",17.281
"33",12.584
"34",18.269
"35",14.859
"36",16.871
"37",15.845
"38",15.202
"39",14.783
"40",14.622
"41",15.615
"42",15.811
"43",19.268
"44",17.802
"45",15.744
"46",18.084
