"","V1","V2"
"1",1,2
"2",3,5
"3",2,6
"4",4,6
"5",4,7
"6",6,7
"7",6,8
"8",1,9
"9",3,9
"10",8,9
"11",9,11
"12",10,11
"13",8,12
"14",9,13
"15",11,14
"16",12,15
"17",13,15
"18",13,16
"19",14,17
"20",16,18
"21",17,18
"22",18,19
"23",15,21
"24",21,22
"25",15,23
"26",21,23
"27",23,24
"28",24,26
"29",20,27
"30",24,27
"31",26,28
"32",21,29
"33",22,29
"34",23,30
"35",24,31
"36",25,31
"37",30,31
"38",26,32
"39",28,32
"40",26,33
"41",28,33
"42",27,34
"43",31,34
"44",33,34
"45",29,35
"46",30,35
"47",31,36
"48",35,37
