"","x"
"1",4.668
"2",3.516
"3",6.758
"4",0.393
"5",5.747
"6",0
"7",0.145
"8",0.059
"9",6.014
"10",0.076
"11",0.129
"12",0.027
"13",0
"14",0
"15",2.854
"16",6.672
"17",0
"18",0
"19",2.424
"20",2.549
"21",2.483
"22",1.352
"23",0.476
"24",0.252
"25",0.135
"26",7.235
"27",6.47
"28",5.388
"29",4.394
"30",4.046
"31",0.275
"32",1.722
"33",-0.232
"34",4.341
"35",0
"36",6.727
"37",0.569
"38",4.852
"39",4.413
"40",1.224
"41",0.178
"42",0.454
"43",5.368
"44",5.369
"45",3.452
"46",0.032
"47",5.981
"48",4.85
"49",0.744
"50",1.903
