"","V1","V2"
"1",1,2
"2",2,3
"3",3,4
"4",4,6
"5",4,9
"6",5,10
"7",8,10
"8",10,12
"9",10,13
"10",7,14
"11",11,15
"12",12,15
"13",12,16
"14",13,17
"15",13,18
"16",16,18
"17",3,19
"18",15,20
"19",14,21
"20",15,23
"21",18,23
"22",16,24
"23",19,24
"24",14,25
"25",24,26
"26",25,26
"27",26,27
"28",22,28
"29",27,28
"30",22,29
"31",28,29
"32",30,31
"33",19,32
"34",26,32
"35",31,32
"36",23,34
"37",25,34
"38",23,35
"39",28,35
"40",32,36
"41",33,36
"42",34,37
"43",36,38
"44",27,39
"45",31,40
"46",31,41
"47",36,42
"48",41,42
"49",39,43
"50",39,44
