"","x"
"1",7.837
"2",3.426
"3",10.498
"4",9.112
"5",7.908
"6",8.216
"7",2.83
"8",8.025
"9",6.345
"10",0.325
"11",6.602
"12",5.252
"13",9.181
"14",10.446
"15",0.103
"16",9.582
"17",8.092
"18",7.969
"19",2.387
"20",5.808
"21",6.804
"22",3.686
"23",0
"24",0.601
"25",0
"26",6.733
"27",0
"28",11.337
"29",11.754
"30",10.631
"31",7.399
"32",10.045
"33",10.399
"34",12.034
"35",11.074
"36",10.278
"37",10.508
"38",3.963
"39",2.667
"40",0
"41",-0.192
"42",10.818
"43",0
"44",7.679
"45",11.367
"46",11.1
"47",12.077
"48",8.511
"49",10.821
"50",5.984
"51",7.064
"52",4.004
"53",2.361
"54",8.842
"55",7.765
"56",4.693
"57",2.918
