"","x"
"1",15.2
"2",13.52
"3",15.284
"4",13.882
"5",14.636
"6",17.234
"7",16.535
"8",14.123
"9",16.355
"10",14.028
"11",14.781
"12",15.887
"13",15.182
"14",14.952
"15",16.103
"16",17.183
"17",14.846
"18",15.249
"19",16.055
"20",15.753
"21",14.965
"22",16.915
"23",16.521
"24",16.098
"25",15.826
"26",15.777
"27",14.099
"28",15.391
"29",16.365
"30",15.016
"31",16.793
"32",15.005
"33",16.237
"34",14.111
"35",16.298
"36",13.134
"37",16.563
"38",15.067
"39",14.187
"40",15.672
"41",16.678
"42",16.008
"43",16.948
"44",12.996
"45",16.457
