"","x"
"1",5.653
"2",5.702
"3",6.594
"4",7.03
"5",5.332
"6",0.482
"7",0.15
"8",6.885
"9",5.253
"10",4.293
"11",0.467
"12",6.902
"13",0.28
"14",4.631
"15",5.095
"16",6.093
"17",6.519
"18",7.212
"19",6.156
"20",1.787
"21",6.54
"22",6.375
"23",4.842
"24",0.265
"25",0.617
"26",4.387
"27",0
"28",7.864
"29",5.123
"30",0
"31",0
"32",4.096
"33",7.321
"34",0.195
"35",8.138
"36",4.871
"37",7.608
"38",6.892
"39",5.452
"40",-0.094
"41",7.31
"42",2.273
"43",0.217
"44",8.802
"45",6.537
"46",0.173
"47",2.9
"48",0.3
