"","V1","V2"
"1",1,2
"2",2,8
"3",5,9
"4",6,9
"5",1,10
"6",7,10
"7",3,11
"8",7,11
"9",10,12
"10",6,13
"11",8,13
"12",2,14
"13",9,14
"14",10,14
"15",13,14
"16",3,15
"17",7,15
"18",4,16
"19",9,17
"20",12,17
"21",5,18
"22",17,18
"23",10,19
"24",11,19
"25",16,20
"26",14,21
"27",19,21
"28",5,22
"29",9,22
"30",20,22
"31",15,23
"32",19,23
"33",16,24
"34",20,24
"35",21,25
"36",25,26
"37",17,27
"38",21,27
"39",23,28
"40",26,29
"41",27,29
"42",17,30
"43",22,31
"44",16,32
"45",31,32
"46",25,33
"47",27,33
"48",31,33
"49",32,33
