"","weight"
"1",0.602313041616816
"2",0.549250398515327
"3",1.22561657948395
"4",1.6379557381743
"5",1.62855549502571
"6",1.71921493708992
"7",0.593734789439473
"8",2.33658404487743
"9",1.84838334761039
"10",0.95541666307677
"11",1.23101949592866
"12",0.521386612833333
"13",2.11327475723576
"14",2.06139491577223
"15",0.654357700704761
"16",1.97640481655038
"17",2.05935936639073
"18",1.11025627672752
"19",0.97888967709239
"20",1.99918583436589
"21",0.64400621117707
"22",1.57584897753879
"23",1.65149901598753
"24",1.69482771989644
"25",1.23694341014807
"26",1.65242881903432
"27",2.19754481187391
"28",0.609103275522677
"29",1.682397337222
"30",0.371215570884056
"31",2.88147201973398
"32",2.12850557981493
"33",2.09752330149787
"34",3.87886903622996
