"","x"
"1",1.221
"2",1.037
"3",1.151
"4",8.53
"5",12.189
"6",3.264
"7",7.701
"8",7.941
"9",5.628
"10",0.311
"11",0.406
"12",9.153
"13",14.169
"14",6.119
"15",8.711
"16",5.876
"17",0.273
"18",8.541
"19",1.473
"20",10.978
"21",6.251
"22",13.621
"23",0.857
"24",6.385
"25",1.654
"26",1.188
"27",1.829
"28",6.416
"29",1.157
"30",6.253
"31",2.283
"32",0.835
"33",2.405
"34",14.902
"35",0.863
"36",0.566
"37",0.572
"38",13.718
"39",2.812
"40",11.59
"41",12.775
"42",2.241
"43",3.143
"44",12.058
"45",12.338
"46",1.927
"47",3.539
"48",9.199
"49",0.44
"50",11.27
"51",10.937
