"","x"
"1",1.221
"2",1.037
"3",1.151
"4",3.264
"5",7.701
"6",0.744
"7",0.723
"8",7.941
"9",5.628
"10",0.311
"11",0.406
"12",9.153
"13",6.119
"14",8.711
"15",5.876
"16",0.273
"17",8.541
"18",1.473
"19",10.978
"20",6.251
"21",0.857
"22",6.385
"23",1.654
"24",1.188
"25",1.829
"26",6.416
"27",1.157
"28",6.253
"29",2.283
"30",0.835
"31",2.405
"32",0.863
"33",0.416
"34",0.566
"35",0.572
"36",13.718
"37",2.812
"38",11.59
"39",12.338
"40",0.651
"41",1.927
"42",9.199
"43",0.44
"44",0.887
"45",11.27
"46",0.65
"47",10.937
