"","V1","V2"
"1",2,4
"2",3,4
"3",1,5
"4",2,5
"5",3,7
"6",7,9
"7",8,9
"8",5,10
"9",4,11
"10",5,11
"11",6,12
"12",11,12
"13",10,13
"14",11,13
"15",8,14
"16",12,15
"17",13,17
"18",3,18
"19",17,18
"20",16,20
"21",7,21
"22",20,21
"23",3,22
"24",19,22
"25",18,23
"26",13,24
"27",20,25
"28",22,26
"29",19,27
"30",23,28
"31",24,29
"32",17,30
"33",29,30
"34",21,31
"35",26,31
"36",28,31
"37",9,33
"38",32,33
"39",30,34
"40",17,35
"41",28,35
"42",30,35
"43",34,35
"44",31,36
"45",35,36
"46",31,37
"47",36,37
"48",33,38
