"","x"
"1",6.666
"2",7.195
"3",5.732
"4",0
"5",6.16
"6",5.774
"7",0
"8",4.471
"9",0
"10",-0.103
"11",0.09
"12",7.292
"13",0.157
"14",6.003
"15",7.562
"16",5.567
"17",7.081
"18",5.93
"19",0.005
"20",6.957
"21",0.031
"22",6.82
"23",6.547
"24",6.374
"25",7.552
"26",6.613
"27",7.346
"28",6.793
"29",0
"30",6.605
"31",0
"32",0
"33",7.927
"34",7.64
"35",7.233
"36",3.771
"37",0
"38",0
"39",0
"40",0.144
"41",-0.07
"42",7.868
"43",8.311
"44",8.337
"45",7.541
"46",0.149
"47",0.235
"48",-0.13
"49",4.913
"50",7.841
"51",0
"52",0
"53",0
"54",0.37
"55",0.221
"56",3.565
"57",-0.18
"58",0.219
"59",0.153
"60",0.286
"61",0
"62",0
"63",0
"64",0
"65",0
