"","x"
"1",17.579
"2",18.617
"3",15.811
"4",16.835
"5",19.68
"6",19.075
"7",19.902
"8",17.836
"9",19.921
"10",20.079
"11",19.43
"12",19.583
"13",19.66
"14",19.973
"15",17.809
"16",17.662
"17",15.559
"18",16.854
"19",17.327
"20",17.744
"21",19.35
"22",18.851
"23",18.501
"24",18.233
"25",18.363
"26",17.76
"27",21.189
"28",18.109
"29",17.821
"30",17.971
"31",20.168
"32",20.166
"33",20.166
"34",20.013
"35",19.854
"36",19.985
"37",21.176
"38",19.857
"39",20.122
"40",20.007
"41",19.976
"42",19.928
"43",19.928
"44",19.919
