"","x"
"1",8.823
"2",8.924
"3",11.09
"4",11.226
"5",12.13
"6",8.879
"7",12.343
"8",10.653
"9",12.11
"10",12.215
"11",12.436
"12",12.326
"13",12.151
"14",10.504
"15",10.752
"16",12.207
"17",12.458
"18",13.923
"19",10.884
"20",11.556
"21",12.206
"22",12.335
"23",13.085
"24",13.666
"25",14.742
"26",15.022
"27",14.743
"28",11.661
"29",11.88
"30",11.571
"31",14.357
"32",13.575
"33",7.867
"34",8.788
"35",13.545
"36",13.37
"37",11.61
"38",8.569
"39",8.729
"40",11.866
"41",11.677
"42",12.992
"43",13.618
"44",13.781
"45",11.829
"46",13.435
