"","weight"
"1",0.477407353020875
"2",0.643149096712984
"3",5.97001046900691
"4",0.672681202552619
"5",0.516956477810889
"6",0.869794366783851
"7",2.23783828743988
"8",3.29775090021427
"9",6.36567405701261
"10",0.935628131133259
"11",0.681146826887701
"12",0.49727658259587
"13",0.360627675197749
"14",0.857135823663924
"15",0.882728157257053
"16",0.514627049100635
"17",1.20572841074164
"18",2.34740729299437
"19",0.575673518471865
"20",0.586448889216769
"21",0.31100209020387
"22",2.05866072960776
"23",0.535377436873204
"24",2.11917450911308
