"","V1","V2"
"1",1,10
"2",1,16
"3",1,17
"4",2,5
"5",3,5
"6",3,6
"7",4,7
"8",4,8
"9",4,11
"10",5,15
"11",5,22
"12",6,11
"13",6,18
"14",6,19
"15",7,8
"16",7,9
"17",7,23
"18",7,32
"19",8,12
"20",8,13
"21",9,13
"22",10,14
"23",10,16
"24",10,17
"25",11,12
"26",11,19
"27",11,21
"28",12,18
"29",13,25
"30",14,20
"31",18,20
"32",18,21
"33",19,21
"34",19,22
"35",20,25
"36",20,28
"37",21,33
"38",21,36
"39",22,24
"40",22,26
"41",23,37
"42",25,28
"43",25,34
"44",27,28
"45",27,33
"46",28,30
"47",28,34
"48",29,30
"49",30,38
"50",31,35
"51",32,41
"52",33,35
"53",33,38
"54",34,36
"55",34,42
"56",35,38
"57",35,39
"58",36,37
"59",36,41
"60",37,43
"61",38,40
"62",41,42
